,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY,time_stamp
60,196.9056954,-101.3110403,249.7354623,22,7,93437
61,267.283665,-111.6856271,261.9900839,22,10,93437
62,93.91201673,-110.3578481,253.7040798,22,16,93437
63,69.93837763,-109.4284056,256.7152588,22,17,93437
64,183.3482406,-91.68230679,255.0328987,23,11,93437
65,8.346921697,-94.36345106,243.334276,24,6,93437
66,-138.7348639,-109.3782159,244.6232948,24,19,93437
0,705.2230386,295.3618498,258.5218193,0,6,93637
1,597.0361058,300.2510082,247.62117,0,9,93637
2,723.7339999,284.6390135,260.2998876,0,11,93637
3,897.595365,283.3113886,248.3810642,0,19,93637
4,825.2354425,303.7217131,240.9613056,1,1,93637
5,1215.435336,298.8069072,245.3379097,1,23,93637
6,945.0572053,302.2615077,247.8070977,2,1,93637
7,902.0688683,295.9769509,246.0490925,2,6,93637
8,967.7569918,321.147807,251.9953346,2,7,93637
9,1463.012459,292.2132665,246.4931864,2,14,93637
10,1209.272292,300.2238497,248.0627885,2,18,93637
11,1360.668064,285.8909046,253.2908607,2,23,93637
12,1666.504211,314.7968225,253.6131034,3,14,93637
13,1471.573678,277.1544386,248.5020719,3,15,93637
14,1228.339821,298.7667579,256.94758,4,6,93637
15,1555.06204,301.6159283,255.123482,4,16,93637
16,1614.326332,295.1893697,246.8865162,4,23,93637
17,1062.056505,311.1511108,254.838986,5,3,93637
18,1487.058638,293.0162263,246.4130399,5,24,93637
19,878.4922649,290.0098792,244.7677064,6,1,93637
20,1077.58931,300.4278635,252.6574308,6,3,93637
21,1933.023734,292.1965935,244.1363141,6,10,93637
22,1791.958152,293.8678525,245.5650735,6,13,93637
23,1791.112407,306.074061,243.7879589,6,17,93637
24,1120.060244,289.3806895,251.0536888,7,3,93637
25,1815.563263,299.2769412,245.4042004,7,13,93637
26,1357.839795,301.1964683,246.8587532,7,24,93637
27,1366.421217,290.8463609,234.6951996,8,4,93637
28,2147.770351,304.694441,254.2466492,8,18,93637
29,1932.876612,299.4713478,250.9510846,9,7,93637
30,2176.397776,292.7265405,255.586671,9,17,93637
31,1255.914297,305.4430512,241.148169,10,24,93637
32,2239.048388,299.0715051,250.0566492,11,15,93637
33,1892.00534,320.3251163,252.9861145,12,10,93637
34,2223.532729,298.0643331,262.395333,12,13,93637
35,2215.71094,292.5798558,256.2523337,13,15,93637
36,1730.129528,305.3647157,244.6851697,13,19,93637
37,1446.220049,300.7660191,243.0644853,13,24,93637
38,1279.797201,309.5423796,243.3309283,14,2,93637
39,1518.954913,304.225103,257.6938257,14,6,93637
40,1688.320781,301.8720793,253.769253,14,8,93637
41,1824.720848,296.6853482,256.3329607,14,9,93637
42,2235.504346,310.4534297,251.7143784,14,12,93637
43,2054.824159,308.2249913,250.3985014,14,16,93637
44,1295.500522,308.4751439,255.2517016,15,3,93637
45,2180.739945,301.5232604,261.2520342,15,14,93637
46,1827.159804,312.7535125,240.2943706,15,17,93637
47,1708.406424,293.6900453,260.2009171,15,21,93637
48,1490.967427,286.5592325,245.3510415,15,24,93637
49,1285.032664,307.8438298,257.786556,16,4,93637
50,1964.651633,312.8365978,240.0485284,16,9,93637
51,960.3725792,304.2913992,255.5919594,17,0,93637
52,1478.583642,295.773695,234.1051881,17,6,93637
53,1860.257369,298.3470214,246.6703266,17,19,93637
54,1201.944601,310.385638,244.0853491,19,3,93637
55,2050.738168,301.1066743,249.3460506,19,19,93637
56,1613.76608,289.7941519,248.8020926,19,23,93637
57,1814.793743,306.1362204,252.163669,20,14,93637
58,1956.456524,306.208956,245.187442,20,16,93637
59,1069.650022,301.6972364,251.201769,21,1,93637
60,1801.280193,293.5129395,245.0470314,21,21,93637
61,1682.488938,316.9637276,249.502972,21,23,93637
62,1609.872143,305.4565401,253.4698977,22,10,93637
63,1631.423845,305.9239982,249.4369081,23,6,93637
64,1386.906042,310.2997257,258.3012485,24,9,93637
65,1871.266953,301.9755833,256.6810089,24,16,93637
66,1615.852999,286.7370832,244.904013,24,19,93637
0,-1256.165717,-478.4255689,-542.6203841,0,6,94035
1,-1027.463339,-494.6368533,-549.8836594,0,8,94035
2,-1665.642607,-501.6617886,-545.5421688,1,1,94035
3,-1647.726123,-499.1703317,-541.5443687,1,5,94035
4,-1888.760544,-490.3257462,-551.1245298,1,21,94035
5,-2057.284484,-504.1820653,-548.2771414,1,22,94035
6,-1724.243313,-498.7034014,-544.2724362,2,0,94035
7,-2645.64848,-496.1828249,-550.8906318,2,16,94035
8,-1900.9651,-494.7853372,-540.1993201,3,0,94035
9,-2075.564394,-498.517921,-551.9754462,3,3,94035
10,-1985.549708,-484.805503,-541.5702194,3,5,94035
11,-3012.353048,-494.1154257,-534.0691522,3,10,94035
12,-3559.56036,-500.056418,-543.9998538,4,10,94035
13,-3386.618468,-494.9223536,-548.7513893,4,14,94035
14,-3222.098325,-484.5112147,-555.0982516,4,22,94035
15,-2781.675448,-478.8978717,-544.5214894,5,6,94035
16,-3796.817163,-497.400031,-540.4356518,5,12,94035
17,-3766.328796,-489.089871,-552.188554,6,19,94035
18,-3079.721013,-506.5497643,-540.9346078,7,5,94035
19,-3859.883775,-505.9885259,-551.8927852,7,7,94035
20,-4041.063396,-496.9397561,-535.2587191,7,9,94035
21,-4081.902353,-489.2495179,-557.1020292,7,10,94035
22,-3891.690375,-493.0048916,-551.7338592,7,17,94035
23,-3976.123942,-503.3198305,-539.2414117,7,18,94035
24,-2507.974611,-506.556817,-545.6863195,7,24,94035
25,-3943.363586,-497.7414115,-551.0055662,8,7,94035
26,-2700.675478,-500.5650271,-544.2375207,8,23,94035
27,-2225.02324,-481.2163022,-541.6079493,8,24,94035
28,-1146.934157,-501.1030693,-540.0246283,9,0,94035
29,-3778.926507,-494.7368476,-547.5284472,9,13,94035
30,-3505.611968,-498.5637083,-557.5097067,10,5,94035
31,-3632.062123,-488.3290718,-551.2430885,10,6,94035
32,-2311.886959,-495.9525498,-550.8724057,11,2,94035
33,-2751.159471,-488.4058993,-545.1120117,11,3,94035
34,-3396.093412,-503.4098331,-537.4346425,11,9,94035
35,-1873.359263,-501.6847636,-540.0199119,12,1,94035
36,-3128.216982,-496.1594423,-547.5533291,12,5,94035
37,-3649.725717,-488.6738609,-550.0586073,12,18,94035
38,-2982.33948,-496.3785826,-548.1664205,12,20,94035
39,-2692.539908,-494.5571364,-541.9551992,12,21,94035
40,-2373.742525,-495.3010598,-542.896319,12,23,94035
41,-1944.549069,-495.2496866,-538.0061942,13,1,94035
42,-2803.318327,-506.1470863,-539.3733009,13,4,94035
43,-2973.212299,-502.9704768,-545.7814272,13,7,94035
44,-3151.781235,-515.6546436,-553.8521674,13,8,94035
45,-2573.003768,-503.2213389,-569.3969409,13,23,94035
46,-2268.664944,-503.4020233,-550.719639,15,3,94035
47,-3136.022306,-511.1782501,-541.0742973,15,18,94035
48,-1845.844361,-499.3654157,-549.3859408,16,1,94035
49,-2019.280255,-489.087804,-532.1330308,16,3,94035
50,-2949.520921,-489.2801499,-542.1126247,16,7,94035
51,-1561.95637,-486.0924342,-553.6267263,17,0,94035
52,-3179.614143,-492.5752135,-552.887694,17,7,94035
53,-3927.870965,-496.5393996,-531.2875899,17,11,94035
54,-3762.139604,-494.8722808,-559.285384,17,13,94035
55,-3398.48798,-513.801204,-543.544251,18,14,94035
56,-3625.171882,-496.9488904,-551.7342401,18,20,94035
57,-2434.75698,-491.0400693,-541.8222139,19,4,94035
58,-3690.259488,-499.3992501,-539.648126,19,8,94035
59,-3261.909093,-499.4885183,-550.8600836,19,22,94035
60,-3089.848516,-496.9147833,-552.6141354,20,5,94035
61,-3070.705813,-485.706004,-528.7186091,20,22,94035
62,-3517.545707,-504.2878,-553.752522,21,7,94035
63,-3956.662525,-510.0403189,-540.6032423,21,18,94035
64,-3107.908278,-499.9979575,-549.4599989,22,4,94035
65,-3060.697771,-515.5612756,-557.1583358,23,22,94035
