,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY,time_stamp,adj_time
10,418.1677446,-109.7172235,250.587066,4,19,3.14E+14,93437
11,289.43258,-90.52887552,248.4131363,4,21,3.14E+14,93437
12,719.2919653,-111.5152842,249.5447686,5,12,3.14E+14,93437
13,690.5039947,-98.28979498,245.1028795,5,16,3.14E+14,93437
14,525.9207383,-98.59302809,260.8117896,5,19,3.14E+14,93437
15,513.2645324,-98.3747398,248.2979695,6,19,3.14E+14,93437
16,333.8318397,-98.64748993,256.9235846,6,21,3.14E+14,93437
17,18.73840716,-93.29301979,247.8029496,6,24,3.14E+14,93437
18,700.727179,-90.02671163,250.5843247,7,5,3.14E+14,93437
19,711.0550359,-94.62187885,257.8188835,8,5,3.14E+14,93437
20,684.0265469,-114.3507053,235.71682,8,7,3.14E+14,93437
21,898.2424788,-95.15137585,250.3939488,8,9,3.14E+14,93437
22,746.1797628,-100.6323387,257.4327365,8,17,3.14E+14,93437
23,122.3326251,-112.1459054,241.2577264,9,0,3.14E+14,93437
24,991.9752545,-94.17137353,252.2906332,9,13,3.14E+14,93437
25,283.2448975,-92.9360667,262.4754987,9,22,3.14E+14,93437
26,820.3688794,-87.49488238,252.3471535,10,16,3.14E+14,93437
27,706.2555255,-98.57241526,252.1592502,10,17,3.14E+14,93437
28,768.8855289,-106.504478,248.0405461,11,7,3.14E+14,93437
29,854.3763329,-106.9554042,250.7409406,11,8,3.14E+14,93437
30,581.5514896,-91.87263882,257.49908,11,19,3.14E+14,93437
31,899.0854769,-96.24253849,259.1634561,12,8,3.14E+14,93437
32,577.6036781,-91.54369595,237.8159171,12,18,3.14E+14,93437
33,872.3747313,-104.1986349,253.7965466,13,10,3.14E+14,93437
34,646.2712128,-99.31975401,238.4218057,13,16,3.14E+14,93437
35,278.6059229,-97.32287275,254.5633247,13,21,3.14E+14,93437
36,796.0767344,-102.0255517,255.6502594,14,12,3.14E+14,93437
37,649.0421117,-96.86452075,253.986272,14,17,3.14E+14,93437
38,626.6072164,-103.9278314,254.0690333,15,6,3.14E+14,93437
39,-0.799524876,-110.6283281,240.4301044,16,1,3.14E+14,93437
40,305.0120034,-98.82776438,246.6852699,16,3,3.14E+14,93437
41,447.3655613,-86.17148123,247.9927204,16,4,3.14E+14,93437
42,581.0573247,-98.15711788,250.1955851,16,6,3.14E+14,93437
43,757.7286681,-83.13811636,253.8065334,16,12,3.14E+14,93437
44,444.1617431,-106.7869351,247.5884444,16,18,3.14E+14,93437
45,-115.9636222,-90.68788995,254.1312281,16,23,3.14E+14,93437
46,290.6256794,-96.12844934,240.512955,17,3,3.14E+14,93437
47,424.9391652,-89.8131463,239.7455085,17,18,3.14E+14,93437
48,81.8707669,-105.1200509,264.5199977,18,1,3.14E+14,93437
49,189.9392606,-97.93457537,246.30698,18,2,3.14E+14,93437
50,-289.9543159,-107.5701188,249.734406,18,24,3.14E+14,93437
51,89.45307325,-104.9109411,254.0939284,19,1,3.14E+14,93437
52,89.87672233,-94.03480008,259.1854534,19,21,3.14E+14,93437
53,-55.54710969,-86.43728365,253.8750643,19,23,3.14E+14,93437
54,114.1716212,-99.96014575,254.7854704,20,1,3.14E+14,93437
55,405.0976272,-91.09869859,247.8665993,20,8,3.14E+14,93437
56,54.16355677,-92.55807251,242.7249844,20,21,3.14E+14,93437
57,356.5838483,-94.58355613,247.4696214,21,9,3.14E+14,93437
58,19.78100037,-91.09151565,251.0352664,21,22,3.14E+14,93437
59,180.2611611,-96.27585148,246.8493086,22,6,3.14E+14,93437
60,196.9056954,-101.3110403,249.7354623,22,7,3.14E+14,93437
61,267.283665,-111.6856271,261.9900839,22,10,3.14E+14,93437
62,93.91201673,-110.3578481,253.7040798,22,16,3.14E+14,93437
63,69.93837763,-109.4284056,256.7152588,22,17,3.14E+14,93437
64,183.3482406,-91.68230679,255.0328987,23,11,3.14E+14,93437
65,8.346921697,-94.36345106,243.334276,24,6,3.14E+14,93437
66,-138.7348639,-109.3782159,244.6232948,24,19,3.14E+14,93437
0,705.2230386,295.3618498,258.5218193,0,6,3.14E+14,93637
1,597.0361058,300.2510082,247.62117,0,9,3.14E+14,93637
2,723.7339999,284.6390135,260.2998876,0,11,3.14E+14,93637
3,897.595365,283.3113886,248.3810642,0,19,3.14E+14,93637
4,825.2354425,303.7217131,240.9613056,1,1,3.14E+14,93637
5,1215.435336,298.8069072,245.3379097,1,23,3.14E+14,93637
6,945.0572053,302.2615077,247.8070977,2,1,3.14E+14,93637
7,902.0688683,295.9769509,246.0490925,2,6,3.14E+14,93637
8,967.7569918,321.147807,251.9953346,2,7,3.14E+14,93637
9,1463.012459,292.2132665,246.4931864,2,14,3.14E+14,93637
10,1209.272292,300.2238497,248.0627885,2,18,3.14E+14,93637
11,1360.668064,285.8909046,253.2908607,2,23,3.14E+14,93637
12,1666.504211,314.7968225,253.6131034,3,14,3.14E+14,93637
13,1471.573678,277.1544386,248.5020719,3,15,3.14E+14,93637
14,1228.339821,298.7667579,256.94758,4,6,3.14E+14,93637
15,1555.06204,301.6159283,255.123482,4,16,3.14E+14,93637
16,1614.326332,295.1893697,246.8865162,4,23,3.14E+14,93637
17,1062.056505,311.1511108,254.838986,5,3,3.14E+14,93637
18,1487.058638,293.0162263,246.4130399,5,24,3.14E+14,93637
19,878.4922649,290.0098792,244.7677064,6,1,3.14E+14,93637
20,1077.58931,300.4278635,252.6574308,6,3,3.14E+14,93637
21,1933.023734,292.1965935,244.1363141,6,10,3.14E+14,93637
22,1791.958152,293.8678525,245.5650735,6,13,3.14E+14,93637
23,1791.112407,306.074061,243.7879589,6,17,3.14E+14,93637
24,1120.060244,289.3806895,251.0536888,7,3,3.14E+14,93637
25,1815.563263,299.2769412,245.4042004,7,13,3.14E+14,93637
26,1357.839795,301.1964683,246.8587532,7,24,3.14E+14,93637
27,1366.421217,290.8463609,234.6951996,8,4,3.14E+14,93637
28,2147.770351,304.694441,254.2466492,8,18,3.14E+14,93637
29,1932.876612,299.4713478,250.9510846,9,7,3.14E+14,93637
30,2176.397776,292.7265405,255.586671,9,17,3.14E+14,93637
31,1255.914297,305.4430512,241.148169,10,24,3.14E+14,93637
32,2239.048388,299.0715051,250.0566492,11,15,3.14E+14,93637
33,1892.00534,320.3251163,252.9861145,12,10,3.14E+14,93637
34,2223.532729,298.0643331,262.395333,12,13,3.14E+14,93637
35,2215.71094,292.5798558,256.2523337,13,15,3.14E+14,93637
36,1730.129528,305.3647157,244.6851697,13,19,3.14E+14,93637
37,1446.220049,300.7660191,243.0644853,13,24,3.14E+14,93637
38,1279.797201,309.5423796,243.3309283,14,2,3.14E+14,93637
39,1518.954913,304.225103,257.6938257,14,6,3.14E+14,93637
40,1688.320781,301.8720793,253.769253,14,8,3.14E+14,93637
41,1824.720848,296.6853482,256.3329607,14,9,3.14E+14,93637
42,2235.504346,310.4534297,251.7143784,14,12,3.14E+14,93637
43,2054.824159,308.2249913,250.3985014,14,16,3.14E+14,93637
44,1295.500522,308.4751439,255.2517016,15,3,3.14E+14,93637
45,2180.739945,301.5232604,261.2520342,15,14,3.14E+14,93637
46,1827.159804,312.7535125,240.2943706,15,17,3.14E+14,93637
47,1708.406424,293.6900453,260.2009171,15,21,3.14E+14,93637
48,1490.967427,286.5592325,245.3510415,15,24,3.14E+14,93637
49,1285.032664,307.8438298,257.786556,16,4,3.14E+14,93637
50,1964.651633,312.8365978,240.0485284,16,9,3.14E+14,93637
51,960.3725792,304.2913992,255.5919594,17,0,3.14E+14,93637
52,1478.583642,295.773695,234.1051881,17,6,3.14E+14,93637
53,1860.257369,298.3470214,246.6703266,17,19,3.14E+14,93637
54,1201.944601,310.385638,244.0853491,19,3,3.14E+14,93637
55,2050.738168,301.1066743,249.3460506,19,19,3.14E+14,93637
56,1613.76608,289.7941519,248.8020926,19,23,3.14E+14,93637
57,1814.793743,306.1362204,252.163669,20,14,3.14E+14,93637
58,1956.456524,306.208956,245.187442,20,16,3.14E+14,93637
59,1069.650022,301.6972364,251.201769,21,1,3.14E+14,93637
60,1801.280193,293.5129395,245.0470314,21,21,3.14E+14,93637
61,1682.488938,316.9637276,249.502972,21,23,3.14E+14,93637
62,1609.872143,305.4565401,253.4698977,22,10,3.14E+14,93637
63,1631.423845,305.9239982,249.4369081,23,6,3.14E+14,93637
64,1386.906042,310.2997257,258.3012485,24,9,3.14E+14,93637
65,1871.266953,301.9755833,256.6810089,24,16,3.14E+14,93637
66,1615.852999,286.7370832,244.904013,24,19,3.14E+14,93637
