,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY,time_stamp,adj_time
7,614.9528595,277.7946951,87.08513296,4,3,1.56903E+13,774949.2
8,673.5843915,284.9843044,69.88301751,4,5,1.56903E+13,774949.2
9,761.0712014,279.1484573,78.92867915,4,7,1.56903E+13,774949.2
10,986.8440388,269.2567854,80.9259332,4,19,1.56903E+13,774949.2
11,1086.040022,288.4451334,98.70708156,4,21,1.56903E+13,774949.2
12,1035.877005,277.2034982,99.83871389,5,12,1.56903E+13,774949.2
13,1020.338444,290.4289874,65.46420764,5,16,1.56903E+13,774949.2
14,1151.480082,290.1257543,101.1281959,5,19,1.56903E+13,774949.2
15,1162.281792,280.5992692,98.59191484,6,19,1.56903E+13,774949.2
16,1185.062665,280.326519,117.195069,6,21,1.56903E+13,774949.2
17,1091.33965,285.6809892,88.11935588,6,24,1.56903E+13,774949.2
18,813.6295109,260.6668633,90.90073096,7,5,1.56903E+13,774949.2
19,806.0062063,212.0238873,108.1128288,8,5,1.56903E+13,774949.2
20,813.54203,192.2950609,95.98830439,8,7,1.56903E+13,774949.2
21,950.468103,211.4943903,100.6878941,8,9,1.56903E+13,774949.2
22,1062.137375,206.0134275,107.7266818,8,17,1.56903E+13,774949.2
23,308.4613633,138.9963838,61.61905453,9,0,1.56903E+13,774949.2
24,804.8453767,156.9709156,75.3254349,9,13,1.56903E+13,774949.2
25,768.2826279,158.2062225,92.8143659,9,22,1.56903E+13,774949.2
26,816.6365511,102.1213286,109.9451643,10,16,1.56903E+13,774949.2
27,772.3978133,91.04379568,112.4307346,10,17,1.56903E+13,774949.2
28,435.6937208,21.58565475,88.35695236,11,7,1.56903E+13,774949.2
29,425.4107015,21.13472852,81.07980783,11,8,1.56903E+13,774949.2
30,484.4255486,36.2174939,97.81548624,11,19,1.56903E+13,774949.2
31,313.667145,-23.65588277,82.19825779,12,8,1.56903E+13,774949.2
32,248.4100483,-18.95704023,78.13232332,12,18,1.56903E+13,774949.2
33,191.1373092,-75.65978793,84.1354138,13,10,1.56903E+13,774949.2
34,163.392824,-70.78090703,88.71575103,13,16,1.56903E+13,774949.2
35,-47.82397309,-68.78402577,77.5981264,13,21,1.56903E+13,774949.2
36,234.7275958,-101.7671388,113.2482703,14,12,1.56903E+13,774949.2
37,12.69604747,-96.60610784,84.32513922,14,17,1.56903E+13,774949.2
38,-24.31472567,-113.4141919,74.43036139,15,6,1.56903E+13,774949.2
39,-120.5474846,-110.3699152,90.72404971,16,1,1.56903E+13,774949.2
40,-54.28555773,-98.56935147,77.0241371,16,3,1.56903E+13,774949.2
41,-14.33753671,-85.91306832,71.0275221,16,4,1.56903E+13,774949.2
42,-5.961784978,-97.89870496,73.23038676,16,6,1.56903E+13,774949.2
43,234.3619058,-82.87970345,111.4045443,16,12,1.56903E+13,774949.2
44,-146.6659024,-106.5285221,70.62324605,16,18,1.56903E+13,774949.2
45,-202.1273337,-90.42947704,114.4027125,16,23,1.56903E+13,774949.2
46,-21.34184434,-67.58960236,63.54775671,17,3,1.56903E+13,774949.2
47,5.663984078,-61.27429932,70.0843757,17,18,1.56903E+13,774949.2
48,58.80091006,-32.53339515,94.85886484,18,1,1.56903E+13,774949.2
49,68.43636267,-25.34791965,69.34178169,18,2,1.56903E+13,774949.2
50,-64.50108533,-34.98346305,90.05081224,18,24,1.56903E+13,774949.2
51,174.8857497,23.17919161,77.12873008,19,1,1.56903E+13,774949.2
52,402.2528176,34.05533264,116.7834642,19,21,1.56903E+13,774949.2
53,324.5713284,41.65284907,94.19147052,19,23,1.56903E+13,774949.2
54,351.1948418,89.65606519,75.14679852,20,1,1.56903E+13,774949.2
55,646.4475646,98.51751234,105.4646101,20,8,1.56903E+13,774949.2
56,614.8802507,97.05813843,93.01892975,20,21,1.56903E+13,774949.2
57,782.768495,156.558733,87.78602764,21,9,1.56903E+13,774949.2
58,861.4786946,160.0507735,81.37413354,21,22,1.56903E+13,774949.2
59,903.9201537,210.3699147,104.4473195,22,6,1.56903E+13,774949.2
60,904.751736,205.3347258,100.0294076,22,7,1.56903E+13,774949.2
61,904.5481782,194.9601391,85.02488555,22,10,1.56903E+13,774949.2
62,1052.941719,196.2879181,111.3020907,22,16,1.56903E+13,774949.2
63,1075.617927,197.2173606,116.9867431,22,17,1.56903E+13,774949.2
64,1123.348846,259.0112681,78.06770038,23,11,1.56903E+13,774949.2
65,1082.188329,284.6105579,83.65068224,24,6,1.56903E+13,774949.2
66,1313.869256,269.595793,74.96216199,24,19,1.56903E+13,774949.2
0,312.5856146,114.6138029,137.4046318,0,6,1.56903E+13,774969.1
1,318.3985316,119.5029614,106.6270294,0,9,1.56903E+13,774969.1
2,331.2741385,103.8909666,129.2442236,0,11,1.56903E+13,774969.1
3,385.3962074,102.5633417,117.3254001,0,19,1.56903E+13,774969.1
4,368.6237538,184.0189329,137.0580644,1,1,1.56903E+13,774969.1
5,677.6228173,179.104127,124.2207222,1,23,1.56903E+13,774969.1
6,475.606042,237.6284582,146.5668633,2,1,1.56903E+13,774969.1
7,595.7060862,231.3439014,107.7179586,2,6,1.56903E+13,774969.1
8,674.7591956,256.5147575,111.001194,2,7,1.56903E+13,774969.1
9,846.8968441,227.580217,142.5899452,2,14,1.56903E+13,774969.1
10,841.2599755,235.5908002,109.7316547,2,18,1.56903E+13,774969.1
11,855.5881385,221.2578552,142.1121498,2,23,1.56903E+13,774969.1
12,1098.421602,293.8673587,142.4343924,3,14,1.56903E+13,774969.1
13,980.4455731,256.2249748,127.3848844,3,15,1.56903E+13,774969.1
14,880.48761,305.8967234,118.6164461,4,6,1.56903E+13,774969.1
15,1173.729665,308.7458938,116.7923481,4,16,1.56903E+13,774969.1
16,1182.856787,302.3193352,145.6462818,4,23,1.56903E+13,774969.1
17,800.749947,327.9496966,116.5078521,5,3,1.56903E+13,774969.1
18,1197.596274,309.8148122,135.234329,5,24,1.56903E+13,774969.1
19,641.5535976,297.1398447,113.7120424,6,1,1.56903E+13,774969.1
20,799.2111375,307.557829,111.6632902,6,3,1.56903E+13,774969.1
21,1251.735884,299.326559,140.233073,6,10,1.56903E+13,774969.1
22,1235.933007,300.997818,114.5094095,6,13,1.56903E+13,774969.1
23,1308.873332,313.2040264,112.7322949,6,17,1.56903E+13,774969.1
24,771.0110668,268.4512257,112.7225549,7,3,1.56903E+13,774969.1
25,1203.466791,278.3474774,107.0730666,7,13,1.56903E+13,774969.1
26,1123.324483,280.2670045,115.8030892,7,24,1.56903E+13,774969.1
27,793.3663262,226.2133114,113.5780121,8,4,1.56903E+13,774969.1
28,1313.715291,240.0613915,150.343408,8,18,1.56903E+13,774969.1
29,1025.630033,179.7685677,147.0478435,9,7,1.56903E+13,774969.1
30,1173.457088,173.0237603,151.6834298,9,17,1.56903E+13,774969.1
31,583.8091506,124.6950043,102.8170351,10,24,1.56903E+13,774969.1
32,874.1431646,57.27819148,146.153408,11,15,1.56903E+13,774969.1
33,631.1858162,23.46207203,114.6549807,12,10,1.56903E+13,774969.1
34,759.2528442,1.20128885,151.216622,12,13,1.56903E+13,774969.1
35,562.1781568,-47.98677418,152.3490926,13,15,1.56903E+13,774969.1
36,259.3870023,-35.20191429,106.3540358,13,19,1.56903E+13,774969.1
37,-27.6731886,-39.80061082,131.8857744,13,24,1.56903E+13,774969.1
38,170.759381,-59.08367962,139.4276872,14,2,1.56903E+13,774969.1
39,298.7189429,-64.40095624,119.3626919,14,6,1.56903E+13,774969.1
40,327.701643,-66.75397991,115.4381191,14,8,1.56903E+13,774969.1
41,375.7772728,-71.94071103,125.2772966,14,9,1.56903E+13,774969.1
42,541.4337288,-58.17262949,147.8111373,14,12,1.56903E+13,774969.1
43,368.0511327,-60.4010679,129.2813139,14,16,1.56903E+13,774969.1
44,182.1177851,-69.81953572,134.1345141,15,3,1.56903E+13,774969.1
45,438.0891034,-76.77141919,150.0733233,15,14,1.56903E+13,774969.1
46,180.9007965,-65.54116719,101.9632367,15,17,1.56903E+13,774969.1
47,31.40206291,-84.60463431,139.0837296,15,21,1.56903E+13,774969.1
48,-243.1105057,-91.73544711,144.1108071,15,24,1.56903E+13,774969.1
49,196.9203194,-60.78222941,119.4554221,16,4,1.56903E+13,774969.1
50,389.959321,-55.78946141,128.8698175,16,9,1.56903E+13,774969.1
51,60.46813784,-36.27523078,144.4132485,17,0,1.56903E+13,774969.1
52,230.4777115,-44.79293498,103.049524,17,6,1.56903E+13,774969.1
53,233.132997,-42.21960856,125.5531391,17,19,1.56903E+13,774969.1
54,425.7978676,68.59232444,105.7542153,19,3,1.56903E+13,774969.1
55,648.943277,59.31336072,145.4428094,19,19,1.56903E+13,774969.1
56,400.1776171,48.00083837,127.6849051,19,23,1.56903E+13,774969.1
57,841.9252452,125.3881735,113.8325352,20,14,1.56903E+13,774969.1
58,875.0114641,125.4609091,124.0702545,20,16,1.56903E+13,774969.1
59,662.594009,181.9944562,112.8706351,21,1,1.56903E+13,774969.1
60,1004.929232,173.8101593,123.9298439,21,21,1.56903E+13,774969.1
61,1065.836902,197.2609474,111.1718382,21,23,1.56903E+13,774969.1
62,1137.890596,240.8234906,115.1387639,22,10,1.56903E+13,774969.1
63,1181.485151,284.9945345,138.2581971,23,6,1.56903E+13,774969.1
64,1310.61644,317.4296912,117.3071079,24,9,1.56903E+13,774969.1
65,1496.032233,309.1055488,152.7777677,24,16,1.56903E+13,774969.1
66,1462.649289,293.8670487,113.8483489,24,19,1.56903E+13,774969.1
0,68.86630359,87.77755608,-66.27663412,0,6,1.56903E+13,774989.1
1,31.54669986,71.56627166,-90.8333542,0,8,1.56903E+13,774989.1
2,92.6878676,126.1517505,-51.90497406,1,1,1.56903E+13,774989.1
3,103.6166577,128.6432074,-65.20061874,1,5,1.56903E+13,774989.1
4,275.4646251,137.4877929,-92.07422461,1,21,1.56903E+13,774989.1
5,265.8653053,123.6314739,-81.91776636,1,22,1.56903E+13,774989.1
6,167.7866131,184.6896953,-50.63524137,2,0,1.56903E+13,774989.1
7,316.3696385,187.2102718,-74.5468818,2,16,1.56903E+13,774989.1
8,250.6257024,232.7159461,-43.88682007,3,0,1.56903E+13,774989.1
9,212.6235784,228.9833622,-75.63169618,3,3,1.56903E+13,774989.1
10,229.7091237,242.6957802,-82.51991421,3,5,1.56903E+13,774989.1
11,359.9156994,233.3858576,-47.74102722,3,10,1.56903E+13,774989.1
12,398.49516,255.7640643,-50.36265903,4,10,1.56903E+13,774989.1
13,426.0629857,260.8981287,-72.40763928,4,14,1.56903E+13,774989.1
14,758.6555846,271.3092676,-61.46105682,4,22,1.56903E+13,774989.1
15,319.730534,286.6807416,-78.16211436,5,6,1.56903E+13,774989.1
16,453.8613834,268.1785822,-54.10752683,5,12,1.56903E+13,774989.1
17,629.7422791,266.7306113,-65.86042903,6,19,1.56903E+13,774989.1
18,238.9261734,220.951519,-64.59085781,7,5,1.56903E+13,774989.1
19,265.5968373,221.5127574,-58.25559043,7,7,1.56903E+13,774989.1
20,370.2660407,230.5615272,-41.62152436,7,9,1.56903E+13,774989.1
21,280.1420682,238.2517653,-70.77390422,7,10,1.56903E+13,774989.1
22,424.4421938,234.4963916,-75.39010923,7,17,1.56903E+13,774989.1
23,509.4617348,224.1814528,-52.91328672,7,18,1.56903E+13,774989.1
24,715.3931255,220.9444663,-79.3269445,7,24,1.56903E+13,774989.1
25,205.4423445,185.6516852,-54.6930662,8,7,1.56903E+13,774989.1
26,535.7252136,182.8280695,-77.87814573,8,23,1.56903E+13,774989.1
27,661.1887847,202.1767945,-82.55764411,8,24,1.56903E+13,774989.1
28,140.6633818,126.7104699,-83.64962831,9,0,1.56903E+13,774989.1
29,-38.10076306,133.0766916,-88.478142,9,13,1.56903E+13,774989.1
30,-63.42640035,67.6394167,-61.19720671,10,5,1.56903E+13,774989.1
31,-40.54379102,77.87405325,-57.60589376,10,6,1.56903E+13,774989.1
32,-121.872355,8.640161096,-64.54428071,11,2,1.56903E+13,774989.1
33,-102.3199488,16.1868116,-51.47481696,11,3,1.56903E+13,774989.1
34,-363.5702458,1.182877764,-78.38433724,11,9,1.56903E+13,774989.1
35,-194.9436063,-52.67161025,-53.69178689,12,1,1.56903E+13,774989.1
36,-333.0999175,-47.14628895,-61.22520408,12,5,1.56903E+13,774989.1
37,-431.4940278,-39.6607076,-73.71485732,12,18,1.56903E+13,774989.1
38,-458.2082074,-47.36542933,-89.11611525,12,20,1.56903E+13,774989.1
39,-402.8317592,-45.54398311,-85.58019921,12,21,1.56903E+13,774989.1
40,-304.0389547,-46.28790647,-76.53694399,12,23,1.56903E+13,774989.1
41,-265.0147804,-90.34471985,-44.36899944,13,1,1.56903E+13,774989.1
42,-411.5028666,-101.2421196,-53.04517593,13,4,1.56903E+13,774989.1
43,-629.9430038,-98.06551012,-86.73112194,13,7,1.56903E+13,774989.1
44,-744.431293,-110.7496769,-97.47716744,13,8,1.56903E+13,774989.1
45,-542.6502172,-98.31637213,-93.05319086,13,23,1.56903E+13,774989.1
46,-535.4476851,-136.5743866,-74.37588902,15,3,1.56903E+13,774989.1
47,-860.84315,-144.3506134,-84.69929733,15,18,1.56903E+13,774989.1
48,-393.7436734,-122.779648,-63.05781583,16,1,1.56903E+13,774989.1
49,-455.8169296,-112.5020363,-65.7736558,16,3,1.56903E+13,774989.1
50,-624.3453113,-112.6943822,-75.75324974,16,7,1.56903E+13,774989.1
51,-259.272178,-81.18746751,-67.29860131,17,0,1.56903E+13,774989.1
52,-545.6281101,-87.67024679,-76.54394404,17,7,1.56903E+13,774989.1
53,-463.3272301,-91.63443287,-37.65039508,17,11,1.56903E+13,774989.1
54,-666.7108468,-89.9673141,-82.94163404,17,13,1.56903E+13,774989.1
55,-565.1875432,-64.78805068,-84.49394582,18,14,1.56903E+13,774989.1
56,-352.4462632,-47.93573707,-58.09704535,18,20,1.56903E+13,774989.1
57,-144.5331083,13.55264159,-75.46283892,19,4,1.56903E+13,774989.1
58,-125.3967753,5.193460734,-43.33562602,19,8,1.56903E+13,774989.1
59,-91.26578561,5.104192585,-64.53195864,19,22,1.56903E+13,774989.1
60,52.99334378,69.2883417,-66.28601041,20,5,1.56903E+13,774989.1
61,277.1821947,80.49712098,-52.37485908,20,22,1.56903E+13,774989.1
62,268.2472058,123.5257391,-60.11532723,21,7,1.56903E+13,774989.1
63,400.8717643,117.7732202,-44.29074233,21,18,1.56903E+13,774989.1
64,490.4465439,183.3951391,-55.82280415,22,4,1.56903E+13,774989.1
65,889.997405,211.9400076,-100.7833358,23,22,1.56903E+13,774989.1
0,526.423246,132.5464162,236.677631,0,14,1.56903E+13,775009
1,559.3611236,133.4085894,223.0522314,0,18,1.56903E+13,775009
2,489.1860258,196.3798379,232.8723305,1,1,1.56903E+13,775009
3,591.7907995,188.2401942,216.389268,1,5,1.56903E+13,775009
4,872.9588163,268.5164895,199.1252644,2,7,1.56903E+13,775009
5,898.3128236,247.5427398,196.0996859,2,9,1.56903E+13,775009
6,1075.795207,257.2719115,232.060104,2,12,1.56903E+13,775009
7,1021.577412,242.1570316,203.8925997,2,21,1.56903E+13,775009
8,593.3739027,286.2081596,234.0589661,3,0,1.56903E+13,775009
9,759.2897722,309.1677127,207.6309582,3,2,1.56903E+13,775009
10,1343.048552,308.2807061,215.6304096,3,15,1.56903E+13,775009
11,1268.671357,287.6029579,203.9519187,3,17,1.56903E+13,775009
12,1221.647171,294.1362882,177.0137976,3,18,1.56903E+13,775009
13,1298.360998,305.5456476,199.3086317,3,19,1.56903E+13,775009
14,1264.855119,299.0727862,221.931371,3,22,1.56903E+13,775009
15,1458.65501,328.2088831,195.1620922,4,16,1.56903E+13,775009
16,1467.656933,333.6715719,194.7132055,4,18,1.56903E+13,775009
17,1469.703571,337.6207751,202.9464231,4,20,1.56903E+13,775009
18,1405.70728,333.7909589,233.8392172,4,23,1.56903E+13,775009
19,1349.101176,350.1832401,203.0059481,5,7,1.56903E+13,775009
20,1444.195464,336.4403935,221.0589722,5,8,1.56903E+13,775009
21,1095.749491,334.7119634,179.6128802,6,4,1.56903E+13,775009
22,1623.301875,324.8880672,190.606537,6,15,1.56903E+13,775009
23,1609.296243,321.6780212,189.8330899,6,16,1.56903E+13,775009
24,1709.952388,306.5296615,231.1981152,7,19,1.56903E+13,775009
25,742.200791,255.5415242,186.9013033,8,1,1.56903E+13,775009
26,1666.98541,263.9986145,215.9336383,8,17,1.56903E+13,775009
27,1158.523282,263.0969983,189.6749054,8,24,1.56903E+13,775009
28,1562.471155,207.8541745,207.2784161,9,15,1.56903E+13,775009
29,1289.177756,210.7697706,208.0154199,9,21,1.56903E+13,775009
30,1331.638157,134.9792747,192.4060247,10,13,1.56903E+13,775009
31,1367.313667,131.1263996,203.2180687,10,14,1.56903E+13,775009
32,1399.248655,144.1224587,233.7968627,10,18,1.56903E+13,775009
33,780.6674579,65.92940008,231.6738789,11,3,1.56903E+13,775009
34,1137.473856,80.68963611,204.4704679,11,8,1.56903E+13,775009
35,711.8923326,77.04594265,189.4096492,11,22,1.56903E+13,775009
36,900.9074404,20.79697777,196.092955,12,7,1.56903E+13,775009
37,1003.600355,25.94636787,195.6710457,12,9,1.56903E+13,775009
38,1015.06367,30.88440128,188.9736111,12,10,1.56903E+13,775009
39,424.885043,23.86994209,200.2143454,12,23,1.56903E+13,775009
40,755.5771807,-28.94180701,193.8911128,13,7,1.56903E+13,775009
41,441.9406216,-23.50124872,193.0959597,13,21,1.56903E+13,775009
42,125.7194441,-49.43048295,229.4024351,14,0,1.56903E+13,775009
43,424.5754993,-44.98541678,188.2944802,14,20,1.56903E+13,775009
44,514.7121528,-47.37268934,205.605078,15,4,1.56903E+13,775009
45,756.294608,-58.10985752,205.2333798,15,9,1.56903E+13,775009
46,940.8577769,-58.72765713,237.5398783,15,12,1.56903E+13,775009
47,309.3420097,-47.97433789,204.1765384,16,2,1.56903E+13,775009
48,554.0029337,-29.07027637,188.7374983,16,5,1.56903E+13,775009
49,868.8237513,-48.29253088,225.7958147,16,11,1.56903E+13,775009
50,544.5752891,-48.50627741,198.3688293,16,18,1.56903E+13,775009
51,787.6567449,-10.69695765,195.3430843,17,14,1.56903E+13,775009
52,670.3492705,-25.12686656,193.2919491,17,16,1.56903E+13,775009
53,726.5333959,26.09852984,198.6436864,18,6,1.56903E+13,775009
54,1010.276335,73.4887547,207.0973388,19,11,1.56903E+13,775009
55,987.042334,76.70419706,195.370851,19,14,1.56903E+13,775009
56,867.3154023,199.1455029,185.1492408,21,2,1.56903E+13,775009
57,1347.111859,193.6713907,216.5706465,21,16,1.56903E+13,775009
58,966.5481352,249.778383,196.1751442,22,1,1.56903E+13,775009
59,1372.362987,268.8152847,188.9308014,22,9,1.56903E+13,775009
60,1423.977236,252.2670457,185.8507709,22,23,1.56903E+13,775009
61,1298.802755,299.5069429,238.4592005,23,4,1.56903E+13,775009
62,1374.568154,309.0555488,213.5319742,23,6,1.56903E+13,775009
63,1568.422121,289.9938263,223.4555342,23,15,1.56903E+13,775009
64,1684.131256,303.8882859,238.1761299,23,17,1.56903E+13,775009
65,1198.701536,330.0625837,205.4463819,24,0,1.56903E+13,775009
